Country,Population_Growth_Rate,Exports of goods and services_Growth_Rate,Gross capital formation_Growth_Rate,Final consumption expenditure_Growth_Rate,Government_Expenditure_Growth_Rate,GDP_Growth_Rate
Guinea-Bissau,2.579819828,80.96786374,46.23401745,14.5224671,20.03278105,17.59780837
Guinea-Bissau,2.609935943,22.47648355,-3.956907817,25.41996092,-2.37658241,24.23376633
Guinea-Bissau,2.604420359,-9.970683177,-5.287856302,-1.384769068,24.63874753,-4.378284658
Guinea-Bissau,2.620750709,9.253096996,11.77286203,1.317516002,0.888947319,2.691378862
Guinea-Bissau,2.666951672,74.71197215,5.964137117,17.37781739,14.57683927,29.36556296
Guinea-Bissau,2.715943958,-47.8853488,23.28940687,-6.186602594,-12.8403769,-9.928414654
Guinea-Bissau,2.724967432,25.26762971,-3.525674686,3.532006136,2.736790529,5.707257328
Guinea-Bissau,2.683311412,21.67719913,17.23630477,2.10952689,32.64252329,0.738415344
Guinea-Bissau,2.616288908,22.91120336,-47.2975149,-1.736896094,-7.469703238,-0.576725154
Guinea-Bissau,2.550870106,8.35407642,32.65473264,11.82162766,-3.406534487,12.5609015
Guinea-Bissau,2.467850462,14.57467923,45.25970443,12.40300627,22.59399563,14.51842345
Guinea-Bissau,2.400700916,1.511304188,11.82948769,4.706902538,3.949203644,5.724912312
Guinea-Bissau,2.363795517,-23.99849815,-3.969075464,6.482503461,4.027881449,-4.353404925
Guinea-Bissau,2.302562299,-22.58970061,7.139759226,2.020611485,3.879180154,2.287525612
Guinea-Bissau,2.227025322,31.39856089,20.21099544,9.783904693,9.32245971,11.92945601
Honduras,3.087008514,8.215464145,2.399528129,9.057567668,,9.849015179
Honduras,3.087008514,8.215464145,2.399528129,9.057567668,10.2852059,9.849015179
Honduras,3.068110815,25.59710752,35.9381254,11.81094284,-3.62649888,13.63688697
Honduras,2.948224563,13.29879104,55.74712691,18.78485206,30.10752662,13.36986304
Honduras,3.031749326,3.658536769,-21.40221407,14.29099675,14.876033,8.651522548
Honduras,3.192907854,32.05882335,21.59624444,13.88206328,25.1798561,19.92882558
Honduras,3.187823969,27.95100227,48.64864843,18.13969116,19.82758645,23.8501484
Honduras,3.174720338,21.49695392,33.11688303,9.4973549,0,15.57352499
Honduras,3.164967688,21.56160458,17.65853665,15.7264049,18.22541949,16.68826122
Honduras,3.146664133,12.61048905,5.389718104,21.69562746,31.84584192,13.96846547
Honduras,3.116630801,-6.645735205,-6.530291181,13.79157251,10.92307701,9.879189397
Honduras,3.078006313,-13.17264574,-31.06060604,5.731548584,5.131761294,2.979251635
Honduras,3.041527306,3.938024512,4.029303941,8.327997216,6.464380083,5.975546745
Honduras,3.000035768,5.962732896,35.68075133,7.495260425,8.550185764,7.864803382
Honduras,2.951111929,7.092614311,9.083044968,7.85401376,8.789954341,9.656523046
Honduras,2.914401714,10.83743844,-16.33624104,5.240786176,14.06086047,4.643494993
Honduras,2.882583099,-5.827160476,37.06161121,6.063993041,8.647654023,9.032427452
Honduras,2.849518042,27.53015207,34.30152147,6.472509734,10.75359866,11.39072848
Honduras,2.83714453,31.74342102,1.853759074,15.17164046,12.76758407,11.70684251
Honduras,2.840195406,-29.19813718,-29.15721582,-44.12751151,-46.54730037,-40.99296148
Honduras,2.842793348,-6.606636266,7.971894264,-1.234819801,-15.5972239,0.641881021
Honduras,2.845684349,3.846153816,17.35673579,11.14559567,18.67883396,11.43937585
Honduras,2.845153041,10.53386798,32.5231254,-1.034917939,-5.888463843,2.528619733
Honduras,2.839685558,12.45570143,9.783143254,-6.128392834,-11.0372018,-2.098400546
Honduras,2.828584236,26.55697082,-3.24537239,16.02603878,11.61922106,15.37786782
Honduras,2.81649289,10.4735711,1.638952219,4.686977918,5.474899165,3.036678949
Honduras,2.803657629,13.92696078,19.42897882,14.68857486,7.127023877,15.57015344
Honduras,2.676139367,12.16548283,7.285032376,16.64174576,27.51990773,11.59211497
Honduras,2.676183083,-8.914886256,15.56379272,7.912146011,15.46389541,3.074869203
Honduras,2.76902722,11.93031332,-1.585273711,15.11282454,23.13472391,11.06848411
Honduras,2.721097837,1.364734857,-2.135616089,10.29602074,16.63526249,6.475344579
Honduras,2.662338413,5.405045592,-4.173956939,4.002783268,4.719928423,2.708654421
Honduras,2.59224195,7.46431781,9.170922562,5.351167495,4.372930988,4.755775766
Honduras,2.520535954,16.36076644,26.42484902,7.945911933,8.388155163,7.73832191
Honduras,2.454232849,11.08496062,2.41461554,12.34288743,13.73816738,9.988006587
Honduras,2.38726026,6.297237134,14.80593912,14.14231484,8.153669528,11.8936402
Honduras,2.314491556,8.082585191,34.49107313,15.30929746,25.28810809,13.22449155
Honduras,2.23756515,7.717274262,20.30844202,15.44738279,15.76661129,12.30031757
Honduras,2.166500016,-19.06518407,-39.98013826,5.314205193,14.81539184,5.08412507
Honduras,2.097676272,25.69051772,15.33074906,7.240982816,4.091380885,8.581653379
Honduras,2.030201872,25.24819894,32.867014,9.08477069,0.197740759,11.8120245
Honduras,1.969996187,3.896012191,-1.157029142,5.867230792,5.515284901,4.620210421
Honduras,1.914046582,-5.964099303,-11.55221477,3.892622727,3.123091907,-0.155466695
Honduras,1.865811848,5.949481295,8.87195723,3.549985007,-2.150615515,6.793581117
Honduras,1.825830541,0.842673675,20.23713337,1.914528381,-0.921792352,6.191663215
Honduras,1.789153914,-2.104221311,-3.657917835,2.612019882,2.132401174,3.516799814
Honduras,1.755073938,7.479012974,13.11151914,6.291493573,1.886275559,6.532206601
Honduras,1.724428426,0.069615639,11.36578642,7.766226671,3.747453214,4.026178325
Honduras,1.69489985,0.383878811,-10.82136618,5.787505395,4.454191966,4.247154393
Honduras,1.636075888,-16.50676823,-21.3098975,-3.899878849,5.426426901,-5.030259872
Honduras,1.546983465,31.03722844,52.31676145,23.10497764,16.73261692,19.560555
Hungary,0.302096669,33.24831115,-1.150049252,14.04845132,,17.28878623
Hungary,0.302096669,33.24831115,-1.150049252,14.04845132,10.52968789,17.28878623
Hungary,0.326609337,38.618486,15.67126636,21.04263873,18.35762466,23.83553847
Hungary,0.455683815,19.40197634,32.15753061,15.39246626,21.14702857,9.603743805
Hungary,0.595623596,12.92453516,20.49808456,15.39916662,14.19134241,14.02846706
Hungary,0.553894366,8.410575223,10.01241028,13.35721091,12.97657729,15.88109256
Hungary,0.467060194,19.00118863,15.8087721,10.32670672,11.16206688,11.68181439
Hungary,0.347631652,9.522737428,29.6842444,18.0640919,23.50690889,16.90695263
Hungary,0.261166061,23.78248316,-4.791615899,17.70476124,15.67545162,15.45954023
Hungary,0.055776293,8.80665945,4.227005004,19.24279244,17.86973083,15.57367354
Hungary,-0.16879654,3.669579399,-0.871408187,2.465688386,3.510402784,2.548939398
Hungary,-0.234031358,-2.193535692,-2.086136823,0.853182264,1.779909658,1.839387217
Hungary,-0.325555782,-3.778371949,-15.8073257,-8.025961154,-7.938198442,-9.246126489
Hungary,-0.376878342,-1.023177178,-5.704340044,-3.7880019,-5.12856804,-3.045755524
Hungary,-0.360574038,4.015707896,-1.613466721,3.896510728,5.408428793,1.263438086
Hungary,-0.35078121,8.20223376,23.87539539,17.7552859,19.0102787,15.1879037
Hungary,-0.348189548,4.993427732,9.157646512,8.724221677,6.359512298,9.905156234
Hungary,-0.333616959,6.413532027,2.122508228,4.461248205,13.01163069,7.085342862
Hungary,-0.355482633,-0.092883504,7.215564237,-0.634650934,-3.361148799,1.372599963
Hungary,-0.203747692,-2.0567351,8.205685782,16.43862085,17.87622289,14.12941982
Hungary,-0.011969943,8.514774201,-23.34895585,6.522668946,9.126131014,-6.558578662
Hungary,-0.045177005,6.976047568,-12.40487296,16.55699406,15.16386459,11.44391778
Hungary,-0.121879719,-12.99203811,28.59406372,8.591870791,11.55147611,3.601343198
Hungary,-0.144698183,17.78284706,19.59123497,2.755967922,-1.199383894,7.539890807
Hungary,-0.147595817,66.03664148,9.604543117,-1.111479876,-3.382660247,7.619653232
Hungary,-0.183031768,7.381703026,7.692273303,-2.32880499,-4.957560497,0.47386614
Hungary,-0.213876882,15.94420433,7.385064903,-1.293237141,-0.403066074,1.367794506
Hungary,-0.245503207,13.78239953,12.51667376,3.119526316,1.335458866,2.980812021
Hungary,-0.299299277,5.917712345,-4.690106586,4.514428942,2.397622458,0.752622705
Hungary,-0.275662701,15.61188236,-0.589317852,-3.714287118,-4.051409738,-3.77997615
Hungary,-0.236226917,10.45959847,6.410461341,12.97267231,13.21931015,13.83169908
Hungary,-0.290372673,12.70665563,22.7448825,28.09891543,30.43403421,25.77376161
Hungary,-0.2989535,22.26617802,21.27421443,30.91779888,32.78867368,26.15614153
Hungary,-0.232939865,29.05810158,35.83716286,18.40557973,16.82275582,21.94396194
Hungary,-0.207717218,14.1211535,3.119034455,8.552856112,9.22799079,8.653846154
Hungary,-0.163418466,20.63109591,3.222270758,0.093876276,1.604478197,2.654867257
Hungary,-0.158008357,27.67104182,14.6529333,20.633734,14.46658089,20.68965517
Hungary,-0.175895802,14.67889908,14.04301569,13.33333333,16.17707361,12.85714286
Hungary,-0.148959796,-22.17184597,-30.447041,-16.85059557,-14.71614489,-17.08860759
Hungary,-0.217353532,9.985905573,1.445688186,-1.061990079,-1.990578018,0.763358779
Hungary,-0.336243,14.01869159,5.410475392,6.234129722,3.35939111,7.575757576
Hungary,-0.312641757,-9.016393443,-12.01234208,-8.679192682,-12.07447182,-9.154929577
Hungary,-0.277037373,4.504504505,12.95665136,2.726698934,4.10357146,5.426356589
Hungary,-0.27022714,6.034482759,15.65263882,1.322602926,5.373377409,3.676470588
Hungary,-0.239716633,-10.56910569,-13.24947406,-12.93818395,-12.49087969,-11.34751773
Hungary,-0.296030798,0.909090909,-5.836531799,4.673396314,4.033148562,3.2
Hungary,-0.266558561,10.81081081,19.30462194,12.11522268,12.56798155,10.85271318
Hungary,-0.128543016,8.943089431,30.19923378,9.900990099,9.405151806,12.58741259
Hungary,-0.046663594,0,8.193968463,2.702702703,4.082830489,1.863354037
Hungary,-0.217186278,-7.462686567,-8.026727718,-2.631578947,1.77965593,-4.268292683
Hungary,-0.418303622,19.35483871,29.45840727,13.51351351,13.40087359,15.92356688
Iceland,1.464803488,17.17601342,6.776702086,25.74513454,,25.27375854
Iceland,1.464803488,17.17601342,6.776702086,25.74513454,38.94661848,25.27375854
Iceland,1.521575976,39.1699349,55.77364515,30.256311,32.64800197,37.01209581
Iceland,1.368811625,16.32424665,47.8694843,39.21263474,46.46895731,31.70535937
Iceland,1.295516093,-1.601985122,-9.360917764,-7.798939365,-4.976500744,-7.144070542
Iceland,0.996927592,23.11976733,-3.745338997,14.95954577,13.08718654,18.66148092
Iceland,0.74599081,26.10064809,38.03077306,32.22421118,33.25232422,32.28778923
Iceland,0.790492458,26.17052092,-6.074322353,15.90126772,20.58998424,13.73367228
Iceland,0.989085186,18.02873304,14.83022459,16.04838276,17.29255205,13.60036887
Iceland,1.067065746,10.83964169,27.88894686,17.2617878,14.26282943,18.50242294
Iceland,1.14736072,0.761461482,2.307147158,5.784307795,5.154204003,3.300873419
Iceland,1.348307794,-14.66582968,-3.918475612,-5.778551668,-3.453020678,-8.198876135
Iceland,1.340199577,6.385127521,-35.33953636,-13.60888571,-13.37069107,-13.74232651
Iceland,1.073668141,-0.821637831,14.15636354,3.755831354,-4.848787531,3.560564736
Iceland,0.792733554,10.31210071,-6.622463554,7.087663591,9.795389937,4.175938042
Iceland,0.736825112,28.17939183,18.64657866,31.35844431,36.88269884,33.69817652
Iceland,1.099208159,22.92141721,55.42378105,43.02875199,44.55313363,38.36684646
Iceland,1.579062886,2.488511235,11.3260994,10.16171149,16.81604781,10.62107498
Iceland,1.250415138,-1.931752721,-16.16142843,-8.454292559,-10.09135851,-7.108132189
Iceland,0.781293224,14.42715867,15.07861704,12.41867424,13.22376512,14.03541614
Iceland,1.165403362,-0.624261612,12.75099778,8.803610533,10.27706715,6.817190967
Iceland,1.267873686,-0.801822671,-7.379945167,3.441993135,5.577249056,2.478422819
Iceland,1.021962628,-5.009145863,-17.96422706,-14.39752646,-10.11018216,-12.17903036
Iceland,0.868405498,12.13337823,-2.756342631,1.350886111,2.174848016,2.747878442
Iceland,0.547283491,10.73909404,13.8340438,13.18832331,14.02929669,11.49039984
Iceland,0.543931022,6.628158292,18.95578108,4.764653892,3.819699538,4.245643761
Iceland,0.824487157,1.180115959,6.922390399,0.657265712,0.161673943,1.933625833
Iceland,1.079393859,6.755368505,33.43549163,13.37978333,14.8783054,12.33890934
Iceland,1.218076089,1.523989262,-3.741045897,8.939772548,9.750838729,5.625315168
Iceland,1.381714969,-0.526933476,6.290868871,1.728719085,3.335180763,0.485613815
Iceland,1.341566535,4.899445772,-16.19524544,-13.20973993,-7.817893754,-8.761901
Iceland,0.897496126,8.791160024,-2.111311319,14.08536988,20.8799703,13.15813134
Iceland,0.69597426,12.66212331,31.82638158,27.44735326,26.33728675,22.65343357
Iceland,0.883364792,20.17665854,41.14786844,19.63637865,16.37344344,20.96336594
Iceland,1.596656189,14.18303701,41.65244403,25.06277928,22.69882754,21.89942275
Iceland,2.37047561,3.79450377,29.48344025,0.869203762,3.001140053,3.633463377
Iceland,2.559607985,33.90077866,1.643982247,22.07290009,21.414453,23.9742953
Iceland,1.879731797,2.439134168,-26.5540071,-20.0453602,-14.92174487,-16.52412013
Iceland,0.341501031,-12.01703913,-57.14329472,-26.67990596,-24.09542748,-27.22161508
Iceland,-0.146486826,11.0301744,-5.109754503,4.008209143,2.542059253,4.536466781
Iceland,0.301570996,16.68150779,24.01583614,11.4042655,10.93663143,10.69335825
Iceland,0.528041642,-2.412396444,-0.397550855,-1.215462382,-3.55371784,-3.088466941
Iceland,0.948660193,5.971186863,5.583252566,7.364325456,7.518304555,9.311267489
Iceland,1.117201195,7.209521172,23.37055019,10.20008564,9.77745082,10.80679146
Iceland,1.042595012,-1.70899707,10.44721993,-6.186326613,-4.792131932,-1.96137388
Iceland,1.394007129,9.123564044,28.9803362,17.35367593,16.58544883,18.7013652
Iceland,2.370447606,14.53762754,22.63399461,21.37980325,22.37507489,18.92504856
Iceland,2.710457699,8.30586528,8.816306477,7.137179502,8.305420939,6.210873496
Iceland,2.217903022,-10.08707851,-10.36623685,-5.540422525,-4.301468867,-5.475245872
Iceland,1.633986928,-32.13161844,-11.9240909,-6.851538497,-0.400048474,-12.61344731
Iceland,0.999811819,30.84543212,26.63158627,17.52658616,16.27791417,18.01245898
India,2.252423424,19.42112131,-0.33271297,8.319597223,,8.738156828
India,2.252423424,19.42112131,-0.33271297,8.319597223,4.921132278,8.738156828
India,2.276706497,24.76663664,41.01388819,17.13681925,7.537588584,19.39286351
India,2.283894832,29.49806913,13.91015748,15.79403383,15.94128836,12.81111448
India,2.26369872,21.36687069,2.290722874,0.364187077,14.0135489,4.105018903
India,2.2336308,19.2545798,1.755367174,-2.093513197,3.816626104,0
India,2.232982613,10.90670024,18.97077369,17.40575637,9.40619392,16.66666667
India,2.237602208,14.29125702,36.92987418,15.68627451,18.4113466,15.96638655
India,2.248438826,18.18435605,6.688433072,10.16949153,15.9019883,10.14492754
India,2.286978199,11.88040401,15.57750016,26.15384615,19.97915554,23.02631579
India,2.301989033,3.152503987,5.435882094,4.268292683,6.404980324,6.951871658
India,2.286557725,3.244928062,3.175795597,1.754385965,8.243359438,2
India,2.284390773,6.386221377,4.188638128,9.770114943,8.167859772,9.31372549
India,2.288549542,7.189995799,4.464309841,-1.047120419,2.198580585,-0.448430493
India,2.273828568,-13.3234015,11.65010509,2.116402116,9.39569528,3.603603604
India,2.26044062,8.524065238,6.959338539,10.88082902,15.96799869,9.565217391
India,2.235568571,19.27889774,20.455409,8.878504673,14.21444149,10.71428571
India,2.208311868,18.99682294,15.41154195,8.154506438,7.498423262,10.75268817
India,2.192916051,14.55696384,2.286232755,-3.968253968,-1.803752402,-1.618122977
India,2.164227433,8.838964964,18.86639044,6.611570248,5.659350323,8.223684211
India,2.124136368,6.546972371,-25.90889318,-12.01550388,-13.1476981,-11.55015198
India,2.096008301,4.996091876,6.57970322,-0.881057269,-0.634087916,1.030927835
India,2.068949417,8.779294425,-5.787773998,-2.222222222,-1.400487293,-2.380952381
India,2.041413561,14.63611269,27.05974192,12.27272727,8.137789325,14.28571429
India,2.011841357,24.4858898,16.406259,11.74089069,14.64877329,13.41463415
India,1.970600465,1.401181347,-0.980392157,6.884057971,3.77763131,5.913978495
India,1.937798836,11.28379765,16.83168317,8.13559322,15.40544574,8.121827411
India,1.905484855,4.035808174,-5.084745763,1.880877743,9.006104214,0.938967136
India,1.866539321,11.73626955,18.75,8.307692308,9.903198047,7.441860465
India,1.838887074,17.02094933,-6.015037594,2.272727273,1.181052012,3.03030303
India,1.824897836,-0.431906285,3.2,3.333333333,1.439997381,3.151260504
India,1.792646296,18.70426827,6.201550388,2.419354839,0.532361565,4.480651731
India,1.739220361,22.50923084,27.00729927,13.91076115,12.38258137,16.76413255
India,1.686880696,40.61193759,41.95402299,11.29032258,12.20682868,17.36227045
India,1.617064395,27.77777778,21.45748988,15.52795031,16.70103042,17.21194879
India,1.535984789,24.22360248,12.66666667,10.93189964,7.818375918,13.95631068
India,1.477175725,23,37.27810651,25.52504039,27.10239978,25.6656017
India,1.432555631,23.98373984,4.74137931,9.652509653,14.52991453,7.627118644
India,1.400917079,-12.13114754,5.144032922,4.107981221,12.68656716,3.937007874
India,1.387128386,39.55223881,29.94129159,24.01352875,21.85430464,26.51515152
India,1.37089991,22.72727273,11.59638554,14.54545455,12.5,11.9760479
India,1.341105265,-0.435729847,-3.643724696,-0.793650794,-3.8647343,-0.534759358
India,1.306003529,6.783369803,-8.683473389,4,-1.005025126,3.225806452
India,1.248086579,-3.893442623,7.36196319,7.692307692,8.121827411,6.25
India,1.194877622,-9.381663113,-1.571428571,6.428571429,5.164319249,5.392156863
India,1.192095721,3.294117647,0.290275762,6.711409396,5.357142857,6.511627907
India,1.162327627,12.30068337,17.65557164,14.46540881,19.91525424,14.41048035
India,1.0934628,11.76470588,9.963099631,6.593406593,5.653710247,5.34351145
India,1.030585093,-3.266787659,-3.579418345,5.670103093,4.682274247,3.260869565
India,0.959797653,-6.191369606,-13.57308585,-4.87804878,3.194888179,-6.315789474
India,0.800402323,37,33.95973154,15.8974359,10.21671827,19.85018727
Indonesia,2.663394182,36.53494431,39.52508314,10.22556915,,17.36603276
Indonesia,2.663394182,36.53494431,39.52508314,10.22556915,14.64244081,17.36603276
Indonesia,2.633504655,77.9527559,40.95682614,48.18520816,72.94685984,47.96231375
Indonesia,2.589432444,124.5575221,48.75827813,48.39896705,17.45810054,58.56656301
Indonesia,2.548570408,-4.860426926,43.12743461,21.90789532,49.10820453,18.07060142
Indonesia,2.516690628,24.99137039,24.61119751,21.79364463,26.8740032,22.33647077
Indonesia,2.479209846,23.33609499,19.37597504,19.45840587,30.54682588,22.91329928
Indonesia,2.453615102,4.56064822,14.61622656,15.23346263,20.18853612,12.32625452
Indonesia,2.430951637,37.34585702,1.827315899,-7.601697855,-0.395304875,-0.109482868
Indonesia,2.40262905,42.92249128,40.59396495,37.66574392,24.79378649,41.01648167
Indonesia,2.362775882,15.92927545,81.27981921,19.37742308,36.59044095,27.37190128
Indonesia,2.329188517,-10.82620386,-4.043852698,11.28566718,6.72168779,1.851851852
Indonesia,2.289688657,-4.408545885,-6.95831401,-11.09365553,-18.4990862,-9.212681628
Indonesia,2.226556721,2.702370912,-6.27713351,1.570775056,0.09361416,2.136812046
Indonesia,2.129077911,-13.50521649,6.748940024,-0.496597312,10.31424482,0
Indonesia,2.015764607,-19.53731199,-7.612839529,-5.005413652,-9.943258251,-8.179737437
Indonesia,1.942906593,16.48291585,5.227949784,-12.47437599,-18.98239801,-5.160089177
Indonesia,1.899267086,16.15929803,7.543731724,19.37654975,5.740139771,17.0856039
Indonesia,1.854450393,16.7219477,29.00347396,4.342107703,17.19886099,14.42307692
Indonesia,1.797034117,17.62373478,6.219106894,18.40570604,14.10841209,12.60504202
Indonesia,1.758112024,14.08282995,15.24424713,10.29949566,5.310217095,11.94029851
Indonesia,1.723618477,17.35329179,4.840372609,8.318680557,14.31885487,8.666666667
Indonesia,1.684963168,8.950311463,9.854454697,15.46023458,17.02603901,13.49693252
Indonesia,1.663710057,10.93388313,17.94904929,14.28571429,0.671708695,11.89189189
Indonesia,1.646986654,13.40887129,17.47157999,17.1875,10.25251288,14.00966184
Indonesia,1.631323876,10.40193957,8.129333841,13.33333333,8.72049466,12.71186441
Indonesia,1.615334453,2.365181081,-1.83470781,-7.647058824,-14.19146186,-5.263157895
Indonesia,1.576641722,-15.88911796,-76.62743252,-52.23463103,-63.19113234,-55.55555556
Indonesia,1.095302188,-1.652404205,-10.8174917,65.35178818,70.15007369,46.42857143
Indonesia,1.457609498,29.6750778,157.092939,-4.032258065,16.57864493,7.317073171
Indonesia,1.420087644,-7.387181868,-1.488726193,0,2.543057294,-2.840909091
Indonesia,1.382995392,2.125197635,15.80532832,30.25210084,28.46847663,21.6374269
Indonesia,1.347035759,11.8772984,43.50329094,22.58064516,34.40712376,20.19230769
Indonesia,1.281366527,15.64042055,2.807729194,7.368421053,11.98708727,9.2
Indonesia,1.268729231,18.26714517,16.04623182,7.352941176,8.463295146,11.35531136
Indonesia,1.307786594,15.53398058,28.74384562,25.57077626,35.67157371,27.63157895
Indonesia,1.320490067,12.60504202,17,19.63636364,14.69766138,18.55670103
Indonesia,1.310685696,19.40298507,31.62393162,13.37386018,19.14271452,18.04347826
Indonesia,1.279650432,-14.375,17.53246753,4.557640751,20.38306815,5.893186004
Indonesia,1.259381542,33.57664234,37.01657459,26.15384615,24.86060714,31.30434783
Indonesia,1.263655586,28.41530055,18.9516129,17.07317073,18.95214094,18.2781457
Indonesia,1.263861525,-3.829787234,9.152542373,4.513888889,4.945726953,2.799552072
Indonesia,1.220202268,-3.539823009,-4.037267081,0.49833887,2.308403231,-0.544662309
Indonesia,1.166254977,-3.211009174,-0.323624595,-1.983471074,-3.329789793,-2.409638554
Indonesia,1.117047836,-13.74407583,-4.87012987,-2.529510961,-0.037254514,-3.367003367
Indonesia,1.064568694,-2.197802198,7.849829352,8.650519031,5.789784647,8.246225319
Indonesia,1.011521161,15.16853933,8.227848101,7.324840764,4.32800162,9.442060086
Indonesia,0.97088928,6.829268293,5.263157895,2.077151335,1.506528504,1.960784314
Indonesia,0.942099353,-5.02283105,5,8.575581395,4.838951869,7.692307692
Indonesia,0.843930452,-12.01923077,-9.259259259,-2.945113788,2.459441626,-5.357142857
Indonesia,0.69713645,39.89071038,8.746355685,5.931034483,6.930693069,12.26415094
Iran (Islamic Republic of),2.862270622,24.06488683,43.93973991,17.41368597,,24.91784087
Iran (Islamic Republic of),2.862270622,24.06488683,43.93973991,17.41368597,28.54877945,24.91784087
Iran (Islamic Republic of),2.890330476,130.0518284,38.0579283,39.12903456,41.85972523,57.86760204
Iran (Islamic Republic of),2.948934891,141.6574102,50.92235619,59.76361163,108.1284385,70.59074021
Iran (Islamic Republic of),3.014346773,-2.895406874,50.64468661,35.48459124,27.72864922,12.92136662
Iran (Islamic Republic of),2.995053471,19.65063781,52.19400823,11.97778405,17.7648909,31.00540622
Iran (Islamic Republic of),3.059706168,-2.457398725,18.67462413,24.15436146,11.86768164,17.84501363
Iran (Islamic Republic of),3.203200138,-26.19742437,-21.78137526,13.97808209,10.98394385,-3.181362402
Iran (Islamic Republic of),3.365459268,32.04857036,-25.92140996,13.73237158,-1.798618913,15.8954668
Iran (Islamic Republic of),3.536219702,-45.65851191,102.5209179,15.37970381,12.59760091,5.811951708
Iran (Islamic Republic of),5.076721938,-3.324191313,-10.11561296,16.67625055,9.512285042,7.720925243
Iran (Islamic Republic of),4.999917112,71.1948187,-17.22116149,16.16663195,6.77108663,23.30097087
Iran (Islamic Republic of),3.59518805,5.569930962,68.16506727,21.56862745,9.03909689,24.40944882
Iran (Islamic Republic of),3.634997068,-18.35751321,-4.438234636,8.064516129,-2.375279663,5.063291139
Iran (Islamic Republic of),3.589338938,-63.84198004,-66.17325172,-52.81193983,-51.53804049,-54.06212295
Iran (Islamic Republic of),3.484685449,-59.46242113,-11.69197617,1.21137244,-7.499097911,-3.495033929
Iran (Islamic Republic of),3.32885963,192.221756,7.713936649,14.02663539,12.09019081,19.07953302
Iran (Islamic Republic of),3.107106656,-16.14565003,-10.11820176,14.05668701,10.42701409,5.404418132
Iran (Islamic Republic of),2.941495016,32.96431738,32.59165711,-8.636323874,-21.44855482,-1.43077206
Iran (Islamic Republic of),4.005785395,43.0115901,51.6409161,-0.243339286,-4.182496749,5.839354186
Iran (Islamic Republic of),3.938180827,13.55938001,39.31106385,0.709456726,3.344297331,8.962272809
Iran (Islamic Republic of),2.381638162,-0.619487965,4.423501033,1.907060772,-1.34270159,4.761904762
Iran (Islamic Republic of),0.64578235,109.8131652,-21.70600111,2.093093166,59.23538566,8.181818182
Iran (Islamic Republic of),0.385436102,6.776979086,-26.48796696,-5.421461327,-3.253452131,-4.201680672
Iran (Islamic Republic of),1.348753685,-23.37503258,29.5470446,-2.203559036,-0.719813594,0
Iran (Islamic Republic of),1.32177239,0.411966761,41.50248964,1.32664327,-1.292516396,10.52631579
Iran (Islamic Republic of),1.432107514,-20.92702796,-11.50581834,-1.02246906,-12.7420454,-7.142857143
Iran (Islamic Republic of),1.569909783,-28.93903213,-7.816303716,7.372307747,8.920892525,-3.418803419
Iran (Islamic Republic of),1.596755925,57.03095095,2.604915737,-6.932209292,-5.850589131,4.424778761
Iran (Islamic Republic of),1.659003072,7.113773093,-2.412254337,-5.582129513,4.682525862,-5.084745763
Iran (Islamic Republic of),1.724736657,-1.712407335,6.645028821,10.33789024,10.15013717,8.928571429
Iran (Islamic Republic of),0.978278902,56.47016031,43.42423741,14.45421714,13.26213141,22.95081967
Iran (Islamic Republic of),0.932138532,4.514005697,12.86163613,-0.595077273,1.546363249,3.333333333
Iran (Islamic Republic of),1.62898963,26.98448487,26.93479604,16.79771114,11.84928446,22.58064516
Iran (Islamic Republic of),1.623070996,44.013969,1.037277215,20.58823529,35.42972679,20.52631579
Iran (Islamic Republic of),1.55760273,16.59494058,17.74769432,21.13821138,28.37122522,18.77729258
Iran (Islamic Republic of),1.464253766,27.74599802,36.53846154,25.5033557,5.629450758,32.72058824
Iran (Islamic Republic of),1.38133855,9.708737864,24.64788732,22.45989305,32.19665186,19.11357341
Iran (Islamic Republic of),1.369766774,-13.41890075,0,10.48034934,18.79198542,2.093023256
Iran (Islamic Republic of),1.41433265,27.76399235,16.94915254,16.2055336,20.50853743,19.36218679
Iran (Islamic Republic of),1.285745568,29.6,13.04347826,22.44897959,15.54640731,24.04580153
Iran (Islamic Republic of),1.28561934,-9.87654321,0.854700855,10,0.794646165,-0.307692308
Iran (Islamic Republic of),1.467164636,-0.684931507,-14.40677966,-12.87878788,-13.30621712,-10.80246914
Iran (Islamic Republic of),1.915325685,-25.51724138,-13.36633663,-17.68115942,-19.17478744,-18.33910035
Iran (Islamic Republic of),2.287557219,-27.68034178,-24,1.408450704,7.253948749,-11.65254237
Iran (Islamic Republic of),1.852762463,26.27982447,2.255639098,7.986111111,13.23450557,11.75059952
Iran (Islamic Republic of),1.43908203,16.59602652,17.64705882,5.144694534,10.00164122,8.154506438
Iran (Islamic Republic of),1.316472397,38.26086957,3.75,3.363914373,2.836138288,4.365079365
Iran (Islamic Republic of),1.105661009,-25.78616352,19.27710843,-0.591715976,-1.685827702,-1.330798479
Iran (Islamic Republic of),0.838673474,-12.71186441,17.67676768,-1.19047619,-0.336644606,4.816955684
Iran (Islamic Republic of),0.725441173,28.15533981,2.145922747,3.313253012,3.21722711,9.375
Iraq,3.470108306,-6.639395279,43.72890084,10.82005389,,0.426896461
Iraq,3.470108306,-6.639395279,43.72890084,10.82005389,17.99915719,0.426896461
